UNIT_NO,DIVISION,YEAR,MAKE,MODEL,CATEGORY,CATEGORY_DESC,CATEGORY_CLASS,CATEGORY_GROUP,CATEGORY_GROUP_DESC,UNIT_TYPE,FUEL_PRODUCT,AGE,EXPECTED_LIFE(YR),IN_SERVICE_DATE,CURRENT_STATUS_DESCRIPTION,HIGH_PRIORITY,OWNING_COST_CENTER,USING_COST_CENTER,MAINTENENACE_LOCATION_NAME,PARK_LOCATION,PARK_LOCATION_NAME,BILLING_CODE,MAINTENANCE CLASSIFICATION CODE,TECH_SPEC,TECH_SPEC_DESC
237238,SOLID WASTE MANAGEMENT,2018.0,MACK,LR633,9CD8NFCZZZ,PACK-AUTOSIDELCO-25CUYD CL8 6X4 5Y CNG,CLASS8,TRUCK-SLOAD,TRUCK - SIDE LOADER,HEAVY DUTY,NATURAL GAS,4.65525294901065,5.0,43439.0,Replacement Program,,SW1030,SW1030,BERMONDSEY GARAGE,004869,25 OLD EGLINTON AVE,V8UND,B6ADASL9,237MACKNG18A,CNG CAB OVER CHASSIS WITH LABRIE ALLEYGATOR 23 CU.YD AUTOMATED SIDE LOAD WITH RIGHT SIDE STAND UP
041400,FACILITIES MGMT & REAL ESTATE,2020.0,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,unleaded,3.29086938736682,8.0,43937.0,Active Unit,,FA0210,FA0210,ELLESMERE GARAGE,,,V1.5UND,BYAC---8,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV
065201,TRANSPORTATION SERVICES,2022.0,FORD,F250 4X4,5TC2FTUPZZ,PU-3/4T-CC CL2 4X4 10Y UNLEAD PL,CLASS2,PICKU-3/4T,PICKUP - 3/4 TON,LIGHT DUTY,UNLEADED,0.721006373668189,10.0,44875.0,Active Unit,,TS6020,TS6020,EASTERN GARAGE,10010,EASTERN GARAGE,V1.5UND,B6AD---8,065FORDUN22,"2022 Ford F-250, 4WD, SuperCab, w/ V-Plow & Aluminum Dump Insert"
073105,"PARKS, FORESTRY & RECREATION",2010.0,DODGE,RAM 3500,5OC3TTDZZZ,PU-1T-CC CL3 4X2 10Y DIESEL,CLASS3,PICKUP - 1 TON,073DODGDI10A,  MEDIUM DUTY ,DIESEL,12.8196365106545,10.0,40459.0,Replacement Program,,P00272,P00272,ELLESMERE GARAGE,451 BRIMLEY RD,,B6AD---8,220000.0,2WD CREWCAB PICKUP TRUCK,V1.5OVR
065192,TRANSPORTATION SERVICES,2022.0,FORD,F250 4X4,5TC2FTUPZZ,PU-3/4T-CC CL2 4X4 10Y UNLEAD PL,CLASS2,PICKU-3/4T,PICKUP - 3/4 TON,  LIGHT DUTY ,UNLEADED,0.931965277777778,10.0,44798.0,Active Unit,,TS6030,TS6030,FINCH GARAGE,002990,64 MURRAY RD,V1.5UND,B6AD---8,065FORDUN22,"2022 Ford F-250, 4WD, SuperCab, w/ V-Plow & Aluminum Dump Insert"
191009,TRANSPORTATION SERVICES,2021.0,INTERNATIO,HV 607,1HS6TWDZZZ,TRK-FB-SFTY-SC CL6 4X2 12Y DIESEL,CLASS6,TRUCK-FLATB,TRUCK - FLATBED,heavy duty,DIESEL,2.712787195586,12.0,44148.0,Active Unit,,TS6020,TS6020,EASTERN GARAGE,000582,7 LESLIE ST,V4UND,B6AD---9,191INTEDI21,2021 4x2 Conventional Cab  Single Axle Flat Deck Body Truck with Rear Mounted Crash Attenuator
396380,"PARKS, FORESTRY & RECREATION",2014.0,TORO,5910,GMZJFTDZZZ,GM-MOWER 81-100HP 4X4 10Y DIESEL,GROUND,GROUND-MOWER,396TORODI14,OFF-ROAD,DIESEL / DYED DIESEL,8.97032144216134,10.0,41864.0,Active Unit,,P00430,P00430,FINCH GARAGE,247 ESTHER SHINER BLVD,,NO_PM_HR,0.0,"99 HP 4WD, 16' RIDE-ON ROTARY MOWER",STANDARD
067039,"PARKS, FORESTRY & RECREATION",2015.0,FORD,F250,5TC2FTDSPZ,PU-3/4T-CC CL2 4X4 10Y DIESEL SPPL,CLASS2,PICKU-3/4T,PICKUP - 3/4 TON,light duty,DIESEL,8.64703377092846,10.0,41982.0,Active Unit,,P12081,P00483,BOOTH GARAGE,001045,843 EASTERN AVE,V1.5UND,B6AD---8,067FORDDI15,4WD CREW CAB CAB PICKUP TRUCK WITH PLOW AND SPREADER
067033,FLEET SERVICES,2012.0,DODGE,RAM 2500,5TC2FTDPZZ,PU-3/4T-CC CL2 4X4 10Y DIESEL PL,CLASS2,PICKU-3/4T,PICKUP - 3/4 TON,LIGHT DUTY,DIESEL,10.7041095890411,10.0,41103.0,Unit SOLD,,FL7003,FL7009,BOOTH GARAGE,000549,275 MANITOBA DR,STANDARD,B6AD---8,067DODGDI12,4WD CREW CAB PICKUP TRUCK
065107,FLEET SERVICES,2013.0,FORD,F250,5TE2FTDEOP,PU-3/4T-EC CL2 4X4 10Y DIESEL TCPLGPL,CLASS2,PICKU-3/4T,PICKUP - 3/4 TON,LIGHT DUTY,DIESEL,9.61917808219178,10.0,41562.0,Unit SOLD,,TS6060,FL7009,DISCO GARAGE,000525,1116 KING ST W,STANDARD,BYAC---8,065FORDDI13,4WD EXTENED CAB PICK UP TRUCK TC- 12 ARROW BOARD & POWER LIFTGATE & PLOW
294027,FLEET SERVICES,2005.0,VERMEER,BC1000XL,ABZI1WDZZZ,APP-BRUSH-CH 71-80HP SINGLE AXLE 12Y DIESEL,APPARATUS,APPARUTUS-BRUSH CHIPPER,294VERMDI05A,OTHER,DIESEL,17.2520547945205,12.0,38685.0,Unit SOLD,,P00068,FL7009,EASTERN GARAGE,433 EASTERN AVE,,HC------,0.0,TOW BEHIND BRUSH CHIPPER,STANDARD
079012,FLEET SERVICES,2003.0,FORD,F350 XL,5OU2TTDOZZ,PU-1T-UTLTY-SC CL2 4X2 10Y DIESEL PLG,CLASS2,PICKU-1TON,PICKUP - 1 TON,LIGHT DUTY,DIESEL,19.4958904109589,10.0,37957.0,Unit SOLD,,FL1005,FL7009,EASTERN GARAGE,001045,843 EASTERN AVE,STANDARD,B6AD---8,079FORDDI03B,WILCOX BODY UTILITY TRUCK
041381,TORONTO WATER,2020.0,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,3.37580089421613,8.0,43906.0,Active Unit,,TW2015,TW2015,FINCH GARAGE,004426,1026 FINCH AVE W,V1.5UND,BYAC---8,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV
HE1131,SOLID WASTE MANAGEMENT,2000.0,CAT,966G,CLZSTWDZZZ,CON-ART-LOADER 221-260HP 4X2 12Y DIESEL,CONSTRUCT,CON-ART-LOAD,CONSTRUCT-ARTICULATED LOADER,OFF-ROAD,DYED DIESEL,22.7347050038052,12.0,36840.0,REDEPLOYED Unit,,CSW9300301,CSW9300301,KEELE VALLEY LANDFILL,006015,1901 TESTON RD,STANDARD,R250ABCD,LOADER111000,CATERPILLAR ARTICULATED LOADER
396413,"PARKS, FORESTRY & RECREATION",2015.0,TORO,3280D,GMZCFTDZZZ,GM-MOWER 21-30HP 4X4 10Y DIESEL,GROUND,GROUND-MOWER,396TORODI15,OFF-ROAD,DYED DIESEL,7.91552692161339,10.0,42249.0,ACTIVE UNIT,,P00676,P00676,DISCO GARAGE,301 ROCKCLIFFE BLVD,,NO_PM_HR,0.0,2015 TORO 3280 GROUNDMASTER 72IN FRONT DECK  ROTARY MOWER,STANDARD
135164,"PARKS, FORESTRY & RECREATION",2017.0,FORD,E450,1BS4TTUZZZ,TRK-CUBE-SC CL4 4X2 10Y UNLEAD,CLASS4,TRUCK-CUBE,TRUCK - CUBE,MEDIUM DUTY,UNLEADED,6.6114173325723,10.0,42725.0,Active Unit,,P00859,P00859,FINCH GARAGE,4426-1,21 ALNESS ST,V3UND,B6AD---8,135FORDUN17,2017 FORD E-450 14FT CUBE VAN
112299,FLEET SERVICES,2012.0,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,CLASS2,VAN-3/4T,VAN - 3/4 TON,LIGHT DUTY,,11.186301369863,10.0,40871.0,Unit SOLD,,10000302,FL7009,ELLESMERE GARAGE,3892-1,1076 ELLESMERE RD,STANDARD,BYAC---8,112FORDUN12-4,THREE QUARTER TON CARGO VAN
050067,"PARKS, FORESTRY & RECREATION",2019.0,DODGE,RAM 1500 (TRADESMAN),5HC2FTUEZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD TC12B,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,UNLEADED,4.33196527777778,10.0,43557.0,Active Unit,,P00069,P00069,BOOTH GARAGE,000520,433 EASTERN AVE,V1.5UND,BYAC---8,050DODGUN19,"Ram 1500 (DT6L98) Tradesman, Crew Cab, 4x4, 3.6L V6 with eTorque"
050160,TORONTO WATER,2022.0,  DODGE ,RAM 1500,5HC2FTUZZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,UNLEADED,1.33744472983257,10.0,44650.0,Active Unit,,TW2015,TW2015,ELLESMERE GARAGE,006217,60 TIFFIELD RD,V1.5UND,BYAC---8,050DODGUN22,"2022 Ram 1500 Tradesman Crew Cab 4x4 (5'7"" Box)"
501014,FLEET SERVICES,1999.0,YAMAHA,EF6300X,HGZBZWUZZZ,ATT-VM-GENERATOR 11-20HP 12Y UNLEAD,ATTACHMENT,ATT-GEN,ATTACHMENT-VEHICLE MOUNTED GEN,OTHER,UNLEADED,19.9593625380517,12.0,37853.0,Active Unit,,FL1503,FL1503,YONGE GARAGE,000619,1008 YONGE ST,STANDARD,N6AG----,501YAMAUN99,6300 WATT GENERATOR
095188,FACILITIES MGMT & REAL ESTATE,2021.0,DODGE,RAM PROMASTER CITY,3MZ1TEUZZZ,VAN-MINICARGO CL1 4X2 8Y UNLEAD,CLASS1,VAN-PASS,VAN - PASSENGER,LIGHT DUTY,UNLEADED,1.44703377092846,8.0,44610.0,Active Unit,,FA3666,FA3666,ELLESMERE GARAGE,002426,150 DISCO RD,V1.5UND,BYAC---8,095DODGUN21,2021 Dodge Ram Promaster City Mini Cargo Van
095069,EXHIBITION PLACE,2008.0,CHEVROLET,UPLANDER,3MZ1TEUZZZ,VAN-MINICARGO CL1 4X2 8Y UNLEAD,8.0,095CHEVUN08,MINI CARGO VAN,LIGHT DUTY,UNLEADED,,,CANADIAN NATIONAL EXHIBITION,Active Unit,10000336,10000336,,Active Unit,,,160000.0,0.0,STANDARD,NO_PM_HR
080035,TORONTO WATER,2008.0,FORD,F550,1UE5TTDIZZ,TRK-UTLTY-EC CL5 4X2 10Y DIESEL INV,CLASS5,TRUCK - UTILITY,080FORDDI08,MEDIUM DUTY,DIESEL,14.7867597983257,10.0,39741.0,Unit is totaled,,TW2015,TW2015,EASTERN GARAGE,,,00,220000.0,EXT. CAB TRUCK CHASSIS WITH UTILITY BODY,STANDARD
065198,TRANSPORTATION SERVICES,2022.0,FORD,F250 4X4,5TC2FTUPZZ,PU-3/4T-CC CL2 4X4 10Y UNLEAD PL,CLASS2,PICKU-3/4T,PICKUP - 3/4 TON,LIGHT DUTY,UNLEADED,0.825115962709285,10.0,44837.0,Active Unit,,TS6020,TS6020,EASTERN GARAGE,0520-1,50 BOOTH AVE,V1.5UND,B6AD---8,065FORDUN22,"2022 Ford F-250, 4WD, SuperCab, w/ V-Plow & Aluminum Dump Insert"
176032,TRANSPORTATION SERVICES,2021.0,FREIGHTLNR,M2 106,1DS8NTDCZZ,TRK-DUMP-SC CL8 6X4 10Y DIESEL CRN,CLASS8,TRUCK-DUMP,TRUCK - DUMP,HEAVY DUTY,DIESEL,2.26347212709285,10.0,44312.0,Active Unit,,TS6030,TS6030,FINCH GARAGE,,64 MURRAY RD,V5UND,B6ADR--9,190FREIDI21A,"Truck Chassis 64,000 Lbs (29, 029 Kg) GVWR, 22' Platform Type Body w/ Hiab Knuckle Crane"
188045,"PARKS, FORESTRY & RECREATION",2017.0,FREIGHTLNR,M2 106,1DS8NWDCZZ,TRK-DUMP-SC CL8 6X4 12Y DIESEL CRN,CLASS8,TRUCK-DUMP,TRUCK - DUMP,HEAVY DUTY,DIESEL,5.99223925038052,12.0,42951.0,Active Unit,,P00091,P00091,INGRAM GARAGE,5109-1,305 ROCKCLIFFE BLVD,V5UND,B6ADR--9,188FREIDI17A,2017 FREIGHTLINER M2 106 DUMP TRUCK WITH CRANE
267140,"PARKS, FORESTRY & RECREATION",2012.0,QUALITY ST,3316EH,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,15.0,,267QUALNA12C,OTHER,,11.271691305175,,DISCO GARAGE,Active Unit,P13471,P13471,,Active Unit,235 EDENBRIDGE DR,,ND------,0.0,16FT. TANDEM AXLE TRAILER WITH BEAVERTAIL,STANDARD
376071,"PARKS, FORESTRY & RECREATION",2012.0,ZAMBONI,445,ISZGZTCZZZ,ICE-RESURF 61-70HP 10Y CNG,41295.0,845 L CAPACITY RIDE-ON ICE RESURFACER,STANDARD,OFF-ROAD,NATURAL GAS,10.5292255517504,FINCH GARAGE,Active Unit,Active Unit,P07707,NATURAL GAS,1160.0,,,,4900.0,004405,NO_PM,0.0
332011,"PARKS, FORESTRY & RECREATION",2003.0,ZAMBONI,440,ISZGZTCZZZ,ICE-RESURF 61-70HP 10Y CNG,10.0,332ZAMBNG03,RIDING TYPE ICE RESURFACER,OFF-ROAD,NATURAL GAS,20.1511433599696,,FINCH GARAGE,Active Unit,FL7009,P01199,NATURAL GAS,REDEPLOYED Unit,,,0.0,4900.0,STANDARD,NO_PM
324017,"PARKS, FORESTRY & RECREATION",2014.0,VERMEER,S800TX,CSZDZWDZZZ,CON-SKID-STEER 31-40HP 12Y DIESEL,CONSTRUCT,CON-SKD-STR,CONSTRUCT-SKID STEER,OFF-ROAD,DIESEL,8.87991048325723,12.0,41897.0,  Active Unit ,,P00038,P00038,ELLESMERE GARAGE,003896,70 NASHDENE RD,STANDARD,H6AC----,324VERMDI14,40HP STAND-ON MINI SKID STEER
001138,TORONTO BUILDING,2020.0,CHEVROLET,SPARK LS,7SZ1TEUZZZ,PASS-SUBCOMP CL1 4X2 8Y UNLEAD,CLASS1,SEDAN - PASSENGER,001CHEVUN20,LIGHT DUTY,UNLEADED,3.16484199010654,8.0,43983.0,Unit is totaled,,BL0005,BL0005,EASTERN GARAGE,31 GLEN WATFORD DR,,BYAC---8,160000.0,2020 CHEVROLET SPARK LS 4 DOOR HATACHBACK,STANDARD
CLAW22,TRANSPORTATION SERVICES,2022.0,CRAIG BOXER BUCKET,WL-CBX,HUZZZWZZZZ,ATT-CLAW-BUCKET 12Y,12.0,ATTACHMENT-CLAW BUCKET,CLAWATT22,  OTHER ,,0.822376236681887,,EASTERN GARAGE,Active Unit,TS6020,TS6020,,Active Unit,1116 KING ST W,,NONMETER,0.0,Leaf Claw Attachment  - 1.75 yd Craig Boxer Bucket,STANDARD
289015,  TRANSPORTATION SERVICES ,2004.0,MARATHON,HMT4000DT,HFZZZIDZZZ,ATT-TKM-ASPHALT-BOX 15Y DIESEL,15.0,289MARADI06,HOT ASPHALT CARRIER,OTHER,DIESEL,16.6415543188737,,DISCO GARAGE,  Active Unit ,TP0161,TP0161,,Unit is totaled,,,0.0,0.0,STANDARD,00
112516,ENGINEERING & CONSTR. SERVICES,2020.0,FORD,TRANSIT 250,3TM2TTUHZZ,VAN-3/4T-CARGO-MR CL2 4X2 10Y UNLEAD SH,CLASS2,VAN-3/4T,VAN - 3/4 TON,LIGHT DUTY,UNLEADED,1.91552692161339,10.0,44439.0,Active Unit,,ECS640,ECS640,ELLESMERE GARAGE,005680,18 DYAS RD,V1.5UND,BYAC---8,112FORDUN20D,"2020 Ford Transit Cargo Van - 250, Reg Body Med Roof Crew Van with Shelving, Inverter and TC12 Board"
194025,TORONTO WATER,2018.0,INTERNATIO,4300,1BS7TWDMZZ,TRK-CUBE-SC CL7 4X2 12Y DIESEL CMPR,CLASS7,TRUCK-CUBE,TRUCK - CUBE,HEAVY DUTY,DIESEL,4.74566390791476,12.0,43406.0,Active Unit,,TW2015,TW2015,DISCO GARAGE,002426,150 DISCO RD,V3UND,B6AD---9,194INTEDI18,"Durastar 4300 4x2, Reg Cab w/ 18ft Van Body & Air Compressor"
396459,"PARKS, FORESTRY & RECREATION",2016.0,JACOBSEN,HR800,GMZIFTDZZZ,GM-MOWER 71-80HP 4X4 10Y DIESEL,GROUND,GM-MOWER,GROUND-MOWER,OFF-ROAD,DIESEL / DYED DIESEL,6.712787195586,10.0,42688.0,Active Unit,,P12754,P12754,DISCO GARAGE,004301,27 TORYORK DR,STANDARD,NO_PM_HR,396JACODI16,2016 JACOBSEN HR800 RIDE-ON 16FT MOWER
236259,solid waste management,2015.0,  MACK ,MRU 613,9EU8NSDZZZ,PACK-REARLCO-32CUYD CL8 6X4 6Y DIESEL,CLASS8,TRUCK-RLOAD,TRUCK - REAR LOADER,HEAVY DUTY,diesel,,6.0,42089.0,Replacement Program,,SW1030,SW1030,BERMONDSEY GARAGE,004869,25 OLD EGLINTON AVE,V8OVR,B6ADRLP9,236MACKDI15,CAB OVER CHASSIS WITH MCNEILUS 32 CU.YD SINGLE STREAM REAR LOADING PACKER
316016,SOLID WASTE MANAGEMENT,2017.0,BUCHER-GUY,CITYCAT 5006 XL,RWZIWEDZZZ,RM-SWEEPER 71-80HP 2X2 8Y DIESEL,ROADMAIN,ROAD-SWEEP,ROAD-MAIN-SWEEPER,OFF-ROAD,DIESEL,2.58675979832572,8.0,44194.0,Active Unit,,SW0718,SW0718,YONGE GARAGE,000619,1008 YONGE ST,STANDARD,H6E2S---,316BUCHDI17,6 CU.YD HOPPER CAPACITY COMPACT SIDEWALK SWEEPER
267138,"PARKS, FORESTRY & RECREATION",2012.0,  QUALITY ST ,3316EH,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,15.0,,267QUALNA12C,OTHER,,11.271691305175,,DISCO GARAGE,Active Unit,P00670,P00670,,Active Unit,919 SCARLETT RD,,ND------,0.0,16FT. TANDEM AXLE TRAILER WITH BEAVERTAIL,STANDARD
188025,TORONTO WATER,2009.0,STERLING,ACTERRA,1DS8NTDZZZ,TRK-DUMP-SC CL8 6X4 10Y DIESEL,CLASS8,TRUCK-DUMP,TRUCK - DUMP,HEAVY DUTY,DIESEL,14.1730611681887,10.0,39965.0,Replacement Program,Y,TW2015,TW2015,DISCO GARAGE,002426,150 DISCO RD,V5OVR,B6AD---9,188STERDI09,TANDEM AXLE DUMP TRUCK 15FT BODY
094052,"PARKS, FORESTRY & RECREATION",2010.0,DODGE,CARAVAN,7VZ2TEUZZZ,PASS-MV CL2 4X2 8Y UNLEAD,CLASS2,VAN - PASSENGER,094DODGUN10,LIGHT DUTY,UNLEADED,13.3429241818874,8.0,40268.0,Unit is totaled,,P12081,P12081,BOOTH GARAGE,,,00,160000.0,MINI PASSENGER STANDARD VAN,STANDARD
095166,TORONTO WATER,2020.0,FORD,TRANSIT CONN,3MZ1TEUZZZ,VAN-MINICARGO CL1 4X2 8Y UNLEAD,CLASS1,VAN-PASS,VAN - PASSENGER,  LIGHT DUTY ,UNLEADED,3.03059541476408,8.0,44032.0,Active Unit,,TW2015,TW2015,DISCO GARAGE,002426,150 DISCO RD,V1.5UND,BYAC---8,095FORDUN20,2020 FORD TRANSIT CONNECT MINI CARGO VAN
323089,TORONTO WATER,2015.0,CASE,580SN,CBZJTWDAHT,CON-BACKHOE 81-100HP 4X2 12Y DIESEL AUGHMTP,CONSTRUCT,CON-BACKHOE,,OFF-ROAD,  DIESEL / DYED DIESEL ,7.18675979832572,12.0,42515.0,Active Unit,,TW2055,TW2055,EASTERN GARAGE,005154,545 COMMISSIONERS ST,STANDARD,H6AC----,323CASEDI15C,95 HP LOADER BACKHOE
003115,  MUNICIPAL LICENSING & STDS ,2010.0,FORD,FUSION HYBRI,7MZ1TENZZZ,PASS-MS CL1 4X2 8Y HYBUN,CLASS1,SEDAN - PASSENGER,003FORDUN10,light duty,UNLEADED,12.953883085997,8.0,40410.0,REDEPLOYED Unit,,FL7009,NPMS00,EASTERN GARAGE,433 EASTERN AVE,,OYAC---8,160000.0,GAS/ELECTRIC HYBRID 4-DOOR SEDAN,V1OVR
001115,"PARKS, FORESTRY & RECREATION",2017.0,NISSAN,VERSA NOTE,7SZ1TEUZZZ,PASS-SUBCOMP CL1 4X2 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,5.63333514079148,8.0,43082.0,active unit,,P00034,P00034,ELLESMERE GARAGE,004818,355 LESMILL RD,V1UND,BYAC---8,001NISSUN17,5-DOOR HATCHBACK SUBCOMPACT SEDAN
322089,TORONTO WATER,2019.0,CASE,580SN,CBZJFWDUZZ,CON-BACKHOE 81-100HP 4X4 12Y DIESEL HAMMER,CONSTRUCT,CON-BACKHOE,,OFF-ROAD,DIESEL / DYED DIESEL,3.42511596270928,12.0,43888.0,Active Unit,,TW2015,TW2015,EASTERN GARAGE,001984,30 NORTHLINE RD,STANDARD,H6AC----,322CASEDI19-1,95 HP LOADER BACKHOE W HYDRAULIC HAMMER/TAMPER
041027,"parks, forestry & recreation",2008.0,FORD,ESCAPE HYBRI,7UZ1TENZZZ,PASS-SUV CL1 4X2 8Y HYBUN,CLASS1,SEDAN - PASSENGER,041FORDUN08A,LIGHT DUTY,UNLEADED,15.2004584284627,8.0,39590.0,Active Unit,,P00674,P00674,DISCO GARAGE,441 KIPLING AVE,,OYAC---8,160000.0,GAS/ELECTRIC HYBRID SUV 2WD,V1.5OVR
080058,  TRANSPORTATION SERVICES ,2011.0,FORD,F450,1UC4TTDZZZ,TRK-UTLTY-CC CL4 4X2 10Y DIESEL,CLASS4,TRUCK- UTILI,TRUCK - UTILITY,MEDIUM DUTY,DIESEL,12.1210063736682,10.0,40714.0,Replacement Program,,TS6020,TS6020,EASTERN GARAGE,000582,7 LESLIE ST,V4OVR,B6AD---8,080FORDDI11,UTILITY TRUCK
046022,SOLID WASTE MANAGEMENT,2017.0,TOYOTA,TACOMA,5CC1FTUZZZ,PU-COMP-CC CL1 4X4 10Y UNLEAD,CLASS1,PICKU-COMP,PICKUP - COMPACT,LIGHT DUTY,UNLEADED,6.26073240106545,10.0,42853.0,Active Unit,,SW0709,SW0709,FINCH GARAGE,005449,50 INGRAM DR,SW-TDO,BYAC---8,046TOYOUN17,4WD CREW CAB COMPACT PICKUP TRUCK
415009,"PARKS, FORESTRY & RECREATION",2016.0,BANNERMAN,B-DM-6,HDZZZIZZZZ,ATT-SAND-GROOMER 15Y,15.0,415BANNERM16,2016 BANNERMAN TOWBEHIND DIAMOND MASTER B-DM-6,OTHER,,7.12922555175038,,EASTERN GARAGE,  Active Unit ,P00531,P00531,,Active Unit,,,0.0,0.0,STANDARD,NO_PM
073110,"PARKS, FORESTRY & RECREATION",2011.0,DODGE,RAM 3500,5OC3TTDDZZ,PU-1T-CC CL3 4X2 10Y DIESEL DUMP,CLASS3,PICKUP - 1 TON,073DODGDI11,MEDIUM DUTY,diesel,11.6936091133942,10.0,40870.0,Unit is totaled,,P00409,P00409,FINCH GARAGE,,,00,220000.0,2WD CREWCAB PICKUP TRUCK DUMP,STANDARD
415011,"  PARKS, FORESTRY & RECREATION ",2018.0,TORO,GREENPRO 1260 GREENS ROLLER,GMZAFTUZZZ,GM-MOWER <10HP 4X4 10Y UNLEAD,43416.0,2018 TORO MODEL 44913 GREENSPRO 1260 GREENS ROLLER,STANDARD,OFF-ROAD,UNLEADED,4.71826664764079,DISCO GARAGE,Active Unit,Active Unit,P07647,,1160.0,,,,700.0,005267,NO_PM,0.0
006335,TRANSPORTATION SERVICES,1990.0,SCHMIDT,MF3-4,HPZZZIZZZZ,ATT-SNOW-PLOW 15Y,15.0,PLOW120690,SNOW PLOW (SCHMIDT),OTHER,,33.5867597983257,,EASTERN GARAGE,ACTIVE UNIT,TS6020,TS6020,,Active Unit,,,0.0,0.0,STANDARD,NO_PM1S-
378229,SOLID WASTE MANAGEMENT,2015.0,KUBOTA,RTV 1140,GUZCFEDZZZ,GM-UTILITY-CARTS 21-30HP 4X4 8Y DIESEL,8.0,,378KUBODI15,OFF-ROAD,DIESEL,,,FINCH GARAGE,  Active Unit ,CSW9300301,CSW9300301,,Active Unit,1901 TESTON RD,,NO_PM,0.0,4WD 4-SEATER UTILITY VEHICLE W/ENCLOSED CAB,STANDARD
041370,TRANSPORTATION SERVICES,2020.0,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,3.34840363394216,8.0,43916.0,Active Unit,,TS6020,TS6020,EASTERN GARAGE,000520,433 EASTERN AVE,V1.5UND,BYAC---8,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV
PARK0794,"PARKS, FORESTRY & RECREATION",1996.0,BOMBARDIER,PLUSME,WGZQZNDZZZ,WM-SNOW-GROOMER 141-180HP 20Y DIESEL,WINTERMAIN,WINTER-MAIN-SNOW GROOMER,GROOMER121796,OFF-ROAD,DYED DIESEL,26.6360748668189,20.0,35416.0,  Active Unit ,,P00656,P00656,DISCO GARAGE,149 ELMCREST RD,,NO_PM,0.0,SNOW GROOMER PLUSME (BOMBARDIER),STANDARD
203003,"PARKS, FORESTRY & RECREATION",2013.0,FREIGHTLNR,M2 108SD,1DS8NTDCZZ,TRK-DUMP-SC CL8 6X4 10Y DIESEL CRN,CLASS8,TRUCK-DUMP,TRUCK - DUMP,HEAVY DUTY,DIESEL,10.526485825723,10.0,41296.0,Active Unit,,P12136,P12136,DISCO GARAGE,004301,27 TORYORK DR,V5OVR,B6ADR--9,203FREIDI13,TRUCK TANDEM AXLE WITH 21FT. DUMP BODY AND STICK BOOM CRANE
329049,PURCHASING & MATERIALS MGMT,2017.0,CROWN,WAV60-118,LFZATIEZZZ,LIFT-FORKLIFT <10HP 4X2 15Y ELECT,15.0,,329CROWEL17,OFF-ROAD,ELECTRIC,,,DISCO GARAGE,Active Unit,FS0017,FS0017,ZERO EMISSION - ELECTRIC VEHICLE,Active Unit,799 ISLINGTON AVE,,HCK-----,0.0,ELECTRIC POWERED ORDER PICKER,STANDARD
007008,TORONTO HOUSING COMPANY,2014.0,FORD,INTERCEPTOR,7FP1FEUZZZ,PASS-FS-POLICE CL1 4X4 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,9.1073077435312,8.0,41814.0,Replacement Program,,10000174,10000174,FINCH GARAGE,,,V1.5OVR,BYAC---8,007FORDUN14,Ford Police Interceptor Sedan
268013,TORONTO WATER,2022.0,J&J,DD3,4UZH3IZZZZ,TRL-UTILITY HEAVY TRIAXLE 15Y,44831.0,"80,000 lbs Capacity, 51' (15.54 m) Hydraulic Detachable Gooseneck Tri-axle Float Trailer",STANDARD,OTHER,product n/a,0.841554318873668,EASTERN GARAGE,Active Unit,Active Unit,TW2055,,1160.0,,,,0.0,10010,ND------,0.0
